node_id,mondo_definition,t-SNE 1,t-SNE 2
100196,"A congenital myopathy of the musculoskeletal system that covers a wide spectrum of phenotypes and is caused by pathogenic variants in the skeletal muscle beta-Tropomyosin gene. These variants lead to a variety of overlapping adult onset and congenital myopathies characterized by muscle weakness, amyotrophy, hypotonia, myopathic facies, scoliosis, and sometimes contractures among other phenotypes. Histologic findings on skeletal muscle biopsy are variable with nemaline and intranuclear bodies, cap-like lesions, core-like lesions, fiber-type disproportion, and dystrophic features all observed to some degree.",-3.290305,8.1778145
100209_26404_26426,,-0.6791624,-8.975169
100210,,-4.6084642,6.0539675
100211,,9.463803,1.7294469
100212,,-5.639083,5.971474
100213,"An X-linked multiple congenital anomaly disorder with variable severity. The classic triad, which defines IFAP, is ichthyosis follicularis, atrichia, and photophobia. Some patients have additional features, including mental retardation, brain anomalies, Hirschsprung disease, corneal opacifications, kidney dysplasia, cryptorchidism, cleft palate, and skeletal malformations, particularly of the vertebrae, which constitutes BRESHECK syndrome.",7.7323413,6.028624
100219,,2.8476834,-6.0313935
10022,,6.2595954,-2.6013846
100220_100215_100214,,5.525457,6.6227756
100221,,5.067776,-3.582674
100222,Any immune dysregulation disease in which the cause of the disease is a mutation in the TNFAIP3 gene.,-2.8199472,-0.91471326
100224_100223,,6.3133936,7.233045
100225,"A qualitative or quantitative defect of collagen 6 disorder that covers a wide spectrum of musculoskeletal phenotypes caused by dominant and recessive mutations in the three major collagen VI genes: COL6A1, COL6A2, and COL6A3. These variants lead to a variety of overlapping phenotypes, ranging from severe congenital muscle weakness, hypotonia, torticollis and contractures with loss or non-development of ambulation on one end and childhood to adult onset mild muscle weakness, stiffness, and joint hyperlaxity on the other.",-3.4780703,8.073155
100228,Any muscular dystrophy in which the cause of the disease is a mutation in the LAMA2 gene.,-2.9143102,8.356157
10023,"Combined immunodeficiency due to ZAP70 deficiency is a very rare, severe, genetic, combined immunodeficiency disorder characterized by lymphocytosis, decreased peripheral CD8+ T-cells, and presence of normal circulating CD4+ T-cells, leading to immune dysfunction.",4.599346,-3.703093
100230,,-3.0210516,4.489217
100231,"A susceptibility or predisposition to psoriatic arthritis, in which the cause of the disease is a mutation in the LTA gene. Psoriatic arthritis affects more than 10% of patients with psoriasis and, in most cases, there is an association between the severity of the arthritis and the skin involvement.",-3.7652802,-1.7783948
100232,An inherited susceptibility or predisposition to developing psoriatic arthritis.,-6.46549,0.77355474
100233,"A chronic disease triggered by acute COVID-19 infection that is characterized by persistent symptoms following the acute phase of the SARS-CoV-2 infection, which may include fatigue, coughing, dyspnea, clouding of mentation, sleep disturbances, exercise intolerance and autonomic symptoms including tachycardia upon mild exercise or standing, night sweats, temperature dysregulation, gastroparesis, constipation or loose stools, and peripheral vasoconstriction.",-3.9046412,-2.9235897
100234,"A rare, genetic, cardiac rhythm disease characterized by ventricular fibrillation in the absence of any structural or functional heart disease, or known repolarization abnormalities. The presence of J waves is associated with a higher risk of nocturnal ventricular fibrillation events and a higher risk of recurrence.",-4.663244,5.7509403
100237,An instance of cutis laxa that is inherited.,-6.5131745,6.950957
100238,An instance of Fanconi renotubular syndrome that is inherited.,-3.3543932,6.7220936
10024,"Short rib-polydactyly syndrome (SRPS), Beemer-Langer type is an extremely rare type of SRPS developing prenatally or immediately after birth and characterized by short and narrow thorax with horizontally oriented ribs. Other bone features include small iliac bones, short tubular bones, bowing of long bones and rarely pre- and post-axial polydactyly. Brain defects are common and some cases of cleft lip, absent internal genitalia and renal, biliary and pancreatic cysts have been reported. The course is rapidly fatal.",9.536572,1.2925704
100240,An instance of thrombophilia that is inherited.,-4.592873,3.116226
100241,An instance of thrombocytopenia that is inherited.,-4.3442483,2.2585227
100249_16281_17576,"Conditions affecting individuals with 46,XX karyotype characterized by atypical development of one or more of the following: the gonads, the internal reproductive structures, the external reproductive/genital structures.",9.795533,0.3717214
10025,,8.326726,-5.870743
100251,,0.90479636,6.900646
100253,A rare genetic syndrome with an autosomal recessive pattern of inheritance. It is caused by a mutation in the ESCO2 gene. Clinical signs at birth include multiple limb and facial abnormalities.,9.318533,2.9333832
100255,"A rare inborn error of metabolism characterized by persistent hypermethioninemia with increased levels of S-adenosylmethionine and S-adenosylhomocysteine which manifests with encephalopathy, severe global developmental delay, mild to severe liver dysfunction, hypotonia and facial dysmorphism (most significant is frontal bossing, macrocephaly, hypertelorism and depressed nasal bridge). Epileptic seizures, hypoglycemia and/or cardiac defects (pulmonary stenosis, atrial and/or ventricular septal defect, coarctation of the aorta) may be associated. Clinical picture may range from neurological symptoms only to multi-organ involvement.",5.2820063,7.0411077
10026,"SHORT syndrome is a rare inherited condition of multiple anomalies whose name stands for short stature, hyperextensibility of joints, ocular depression, Rieger anomaly and teething delay which, along with mild intrauterine growth restriction, partial lipodystrophy, delayed bone age, hernias and progeroid appearance, are manifestations of the disease.",6.8775835,1.9001774
10027,,6.8076744,6.056525
10028,"Sialuria is an extremely rare metabolic disorder described in fewer than 10 patients to date and characterized by variable signs and symptoms, mostly in infancy, including transient failure to thrive, slightly prolonged neonatal jaundice, equivocal or mild hepatomegaly, microcytic anemia, frequent upper respiratory infections, gastroenteritis, dehydration and flat and coarse facies. Learning difficulties and seizures may occur in childhood.",6.984113,5.9393516
100280,,1.231188,-5.376601
100281_12491,,4.263395,1.8930074
100282,,9.365443,2.927414
100285,"A disorder of infants in which there is progressive obliteration or discontinuity of the extrahepatic biliary system, resulting in obstruction of bile flow.",4.13563,5.171699
100286,Bronciolitis caused by infection with respiratory syncytial virus.,-1.2075945,-2.0042539
100288,"An autosomal recessive retinopathy in which patients have increased sensitivity to blue light; perception of blue light is mediated by what is normally the least populous cone photoreceptor subtype, the S (short wavelength, blue) cones. Characteristics include visual loss, with night blindness occurring from early in life, varying degrees of L (long, red)- and M (middle, green)-cone vision, and retinal degeneration.",9.963798,0.0053661605
100289,"A vitreoretinal dystrophy characterized by early onset of night blindness, reduced bilateral visual acuity, and typical fundus findings (progressive pigmentary degenerative changes, macular edema, retinoschisis).",1.0502445,8.12815
